Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
VT52978,Nevada,12547.42888,No,Premium,High School or Below,1/21/11,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,504,Four-Door Car,Medsize,A
CN29830,California,2495.464753,No,Basic,High School or Below,1/27/11,Employed,M,26689,Suburban,Married,64,34,23,0,1,Corporate Auto,Corporate L3,Offer3,Agent,424.711758,Four-Door Car,Medsize,A
CT74097,Nevada,14789.61805,No,Extended,College,2/18/11,Employed,M,51817,Suburban,Divorced,129,20,78,4,2,Personal Auto,Personal L1,Offer1,Branch,712.833284,SUV,Small,nan
QY41319,Oregon,4411.65582,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Single,62,20,88,0,6,Personal Auto,Personal L3,Offer1,Call Center,446.4,Two-Door Car,Medsize,A
TT63451,California,20925.89544,No,Basic,High School or Below,1/2/11,Employed,F,44342,Suburban,Married,74,24,60,0,2,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Medsize,nan
BP83941,Arizona,8396.327608,No,Basic,Master,2/21/11,Unemployed,F,0,Suburban,Married,115,18,80,1,3,Personal Auto,Personal L2,Offer3,Web,552,SUV,Medsize,A
JO77924,Oregon,10010.14003,No,Extended,High School or Below,1/29/11,Employed,M,66371,Rural,Married,125,2,75,0,5,Personal Auto,Personal L3,Offer2,Agent,43.098747,,,nan
RK53289,California,5646.323845,No,Basic,Bachelor,1/12/11,Employed,F,39841,Suburban,Single,72,9,40,0,5,Personal Auto,Personal L3,Offer1,Agent,440.128707,Two-Door Car,Small,nan
QL46987,Oregon,9082.833891,No,Premium,Bachelor,1/8/11,Employed,F,34430,Rural,Divorced,117,16,51,0,8,Personal Auto,Personal L3,Offer1,Branch,232.875794,Four-Door Car,Medsize,A
KE35335,,3580.261881,,Extended,College,1/17/11,Employed,F,75333,Urban,Married,90,,44,,1,Personal Auto,Personal L1,Offer2,Web,289.236063,,,A
US85318,Oregon,2478.576723,No,Basic,Bachelor,2/8/11,Employed,F,65744,Urban,Divorced,62,9,77,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,166.507217,Four-Door Car,Medsize,nan
OI92280,Oregon,8428.471635,No,Basic,College,2/15/11,Disabled,F,12180,Suburban,Single,113,17,62,0,3,Corporate Auto,Corporate L3,Offer1,Agent,675.569113,SUV,Medsize,A
UK79109,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize,A
KH44031,Oregon,3164.494011,No,Extended,Master,1/4/11,Unemployed,F,0,Suburban,Married,83,20,32,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.4,Four-Door Car,Medsize,A
VI74176,Arizona,8984.040021,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,137,22,68,3,6,Personal Auto,Personal L1,Offer2,Agent,1532.080871,SUV,Medsize,nan
IE85867,Arizona,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,,,A
EG10175,California,7781.89849,No,Extended,Master,2/16/11,Employed,F,57474,Urban,Divorced,97,21,44,0,3,Personal Auto,Personal L3,Offer1,Agent,280.037716,Two-Door Car,Large,A
VE98553,Oregon,4666.643522,No,Premium,Bachelor,2/28/11,Employed,M,60466,Suburban,Married,117,,3,,1,Personal Auto,Personal L3,Offer2,Agent,784.186389,Four-Door Car,Large,A
KA25468,California,4905.321482,No,Basic,Master,2/3/11,Employed,M,46177,Suburban,Married,61,8,32,0,8,Personal Auto,Personal L3,Offer1,Web,379.075927,Four-Door Car,Small,nan
TB86706,Arizona,2502.637401,No,Basic,Master,1/15/11,Unemployed,M,0,Rural,Married,66,8,11,0,1,Personal Auto,Personal L1,Offer4,Branch,3.468912,Two-Door Car,Medsize,A
YV64727,Washington,6692.143668,No,Premium,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize,A
FM70419,Oregon,4740.202507,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Single,72,4,61,1,4,Personal Auto,Personal L3,Offer3,Web,518.4,Four-Door Car,Medsize,A
OB96537,Oregon,5946.670679,No,Basic,Master,2/22/11,Employed,M,81139,Suburban,Divorced,74,22,69,0,3,Special Auto,Special L2,Offer1,Web,392.6364,Four-Door Car,Medsize,nan
NV98267,Arizona,5186.359717,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Urban,Married,73,27,95,1,6,Personal Auto,Personal L2,Offer2,Call Center,194.944319,Four-Door Car,Medsize,A
UI33675,California,5142.04553,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Single,72,17,87,0,8,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Medsize,A
KJ23009,California,10598.54249,No,Extended,Bachelor,2/26/11,Employed,F,20179,Suburban,Married,133,29,0,1,5,Corporate Auto,Corporate L3,Offer3,Agent,638.4,SUV,Medsize,A
VD78722,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,A
JG31799,California,8259.1108,No,Extended,Bachelor,2/1/11,Disabled,F,20305,Suburban,Single,76,14,63,1,2,Personal Auto,Personal L2,Offer2,Call Center,496.477418,Two-Door Car,Medsize,A
VI12822,Washington,2632.552578,No,Basic,High School or Below,2/26/11,Employed,F,99841,Suburban,Married,65,14,30,0,1,Personal Auto,Personal L2,Offer2,Branch,312,Four-Door Car,Small,nan
ZF40671,Washington,12427.39371,No,Premium,Master,2/9/11,Medical Leave,F,15818,Urban,Married,107,24,99,0,2,Personal Auto,Personal L2,Offer2,Call Center,333.886816,,,A
NW54906,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small,nan
KW84736,California,2691.596929,No,Basic,College,1/8/11,Employed,M,33104,Suburban,Married,70,10,23,1,1,Personal Auto,Personal L3,Offer2,Agent,336,Two-Door Car,Small,A
VM89271,Arizona,3844.569357,No,Extended,High School or Below,1/22/11,Employed,M,26262,Suburban,Married,97,6,59,0,1,Personal Auto,Personal L2,Offer4,Call Center,465.6,Four-Door Car,Small,nan
QG83213,California,6559.34766,No,Extended,College,2/27/11,Unemployed,M,0,Suburban,Single,94,7,8,0,6,Personal Auto,Personal L2,Offer2,Agent,451.2,Four-Door Car,Small,nan
MA37431,California,8023.075248,No,Premium,College,1/29/11,Employed,F,34335,Suburban,Married,101,,55,,3,Corporate Auto,Corporate L2,Offer1,Call Center,484.8,Two-Door Car,Small,A
VU47281,Oregon,5745.41663,No,Premium,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,165,27,38,0,1,Personal Auto,Personal L3,Offer1,Agent,1853.202354,Sports Car,Medsize,nan
SF15712,Oregon,3903.802262,No,Extended,High School or Below,2/21/11,Employed,M,51833,Rural,Divorced,99,1,18,0,1,Personal Auto,Personal L3,Offer3,Agent,190.509609,,,nan
UC83161,California,6106.468745,No,Premium,High School or Below,1/4/11,Employed,F,60234,Rural,Married,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize,A
CV63337,Oregon,3499.139864,No,Extended,Bachelor,1/8/11,Employed,F,37273,Suburban,Divorced,88,10,87,0,1,Personal Auto,Personal L3,Offer1,Branch,422.4,Two-Door Car,Large,nan
FF75737,Oregon,8334.317162,No,Basic,High School or Below,2/24/11,Employed,F,49851,Suburban,Divorced,69,,85,,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Small,A
FJ54907,Oregon,7180.971028,No,Basic,College,1/9/11,Employed,F,42303,Suburban,Married,180,24,66,0,1,Personal Auto,Personal L2,Offer2,Agent,1210.920949,Luxury SUV,Medsize,nan
YL72747,California,2265.318569,No,Basic,High School or Below,1/25/11,Unemployed,M,0,Suburban,Divorced,61,5,21,0,1,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,nan
UI63465,Oregon,2917.539465,No,Basic,High School or Below,1/18/11,Employed,F,51622,Suburban,Divorced,74,29,32,0,1,Corporate Auto,Corporate L1,Offer1,Agent,355.2,Four-Door Car,Small,A
BL54814,Arizona,4871.15057,No,Basic,College,1/21/11,Employed,M,72648,Rural,Married,61,0,78,0,5,Personal Auto,Personal L2,Offer3,Agent,120.850664,Four-Door Car,Large,nan
WO89464,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,nan
QI21338,Oregon,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
PD11073,California,7614.830065,No,Extended,College,2/3/11,Employed,F,35045,Urban,Married,96,,47,,5,Personal Auto,Personal L3,Offer1,Agent,420.606785,Four-Door Car,Medsize,nan
WW67905,Oregon,4102.199975,No,Basic,High School or Below,2/16/11,Unemployed,M,0,Suburban,Married,112,31,21,0,1,Corporate Auto,Corporate L2,Offer3,Agent,537.6,SUV,Small,nan
CF40646,California,4743.615503,No,Basic,College,2/10/11,Employed,M,70082,Suburban,Married,119,17,23,0,1,Personal Auto,Personal L2,Offer1,Web,571.2,SUV,Small,A
PU11172,Oregon,3539.97159,No,Extended,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,99,13,87,0,1,Personal Auto,Personal L3,Offer1,Web,1158.858027,Four-Door Car,Medsize,A
ZU18643,Nevada,3660.770258,No,Extended,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize,A
ZG94155,Oregon,6234.305918,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Rural,Married,82,26,12,0,9,Personal Auto,Personal L3,Offer1,Branch,192.7604,Two-Door Car,Large,nan
NJ72300,Oregon,8009.028202,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,107,,8,,3,Personal Auto,Personal L3,Offer2,Web,740.963933,SUV,Small,A
BM16805,California,11435.23124,No,Basic,College,1/25/11,Disabled,F,12470,Suburban,Married,103,30,52,1,2,Corporate Auto,Corporate L1,Offer1,Agent,618.688651,SUV,Medsize,A
CM48429,California,23554.392,No,Basic,High School or Below,2/7/11,Employed,M,31157,Urban,Married,100,23,49,0,2,Personal Auto,Personal L3,Offer2,Branch,444.530425,,,nan
VA63861,California,4967.544169,No,Basic,College,1/24/11,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,Medsize,nan
SO42230,California,7126.263963,No,Extended,Master,2/17/11,Medical Leave,F,22490,Rural,Married,90,8,96,0,8,Personal Auto,Personal L3,Offer1,Agent,88.765534,Two-Door Car,Large,nan
WH76688,Oregon,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,A
ZB81881,California,5786.49398,No,Basic,Bachelor,1/28/11,Employed,M,44784,Suburban,Married,73,,35,,4,Personal Auto,Personal L2,Offer1,Branch,395.386573,Two-Door Car,Medsize,nan
HC16500,Arizona,8189.967712,No,Basic,Doctor,2/25/11,Employed,M,72191,Urban,Married,68,,48,,2,Personal Auto,Personal L3,Offer3,Call Center,209.387509,Four-Door Car,Medsize,nan
PA15141,California,6953.952351,No,Extended,High School or Below,2/27/11,Employed,F,43221,Urban,Married,87,33,51,0,7,Special Auto,Special L2,Offer1,Branch,398.735257,Four-Door Car,Large,A
KV56995,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,,50,,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,A
BQ12347,Arizona,5630.793,No,Basic,High School or Below,1/24/11,Employed,M,72874,Suburban,Married,70,26,31,0,6,Special Auto,Special L3,Offer3,Branch,336,Four-Door Car,Small,nan
UF59346,California,4170.340729,No,Basic,Bachelor,2/9/11,Employed,M,90310,Rural,Married,104,9,39,0,1,Personal Auto,Personal L1,Offer2,Call Center,166.355491,,,A
QX54666,California,11172.49931,No,Basic,High School or Below,1/19/11,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,A
IR62668,Arizona,5085.836595,No,Basic,Bachelor,2/10/11,Employed,F,31546,Rural,Divorced,65,4,83,0,9,Personal Auto,Personal L3,Offer1,Branch,100.049832,Four-Door Car,Medsize,nan
MB83663,Oregon,9597.474777,No,Extended,Bachelor,2/18/11,Employed,F,38736,Suburban,Divorced,81,7,35,0,2,Personal Auto,Personal L3,Offer1,Call Center,561.414794,Two-Door Car,Small,A
XI51746,Oregon,8826.961501,No,Basic,Bachelor,1/21/11,Employed,F,28463,Urban,Married,113,0,45,2,7,Personal Auto,Personal L3,Offer3,Call Center,324.317667,SUV,Medsize,nan
GZ31904,Oregon,6861.745956,No,Extended,College,2/22/11,Employed,M,30816,Urban,Married,87,10,43,0,4,Personal Auto,Personal L1,Offer3,Call Center,237.57033,Two-Door Car,Medsize,A
FV72595,Arizona,4703.71858,No,Extended,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,137,11,73,0,1,Personal Auto,Personal L3,Offer3,Agent,1554.089517,SUV,Medsize,A
KB35786,Oregon,4505.85011,No,Basic,Bachelor,2/3/11,Medical Leave,M,20284,Suburban,Single,65,14,84,1,3,Personal Auto,Personal L2,Offer1,Agent,532.806637,Four-Door Car,Medsize,nan
RI53167,Arizona,2308.648034,No,Basic,Bachelor,1/20/11,Medical Leave,M,20811,Suburban,Married,61,33,61,0,1,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,A
PX60116,California,8920.463999,No,Premium,High School or Below,1/21/11,Employed,F,40867,Suburban,Married,112,21,98,0,7,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Two-Door Car,Large,nan
UR36951,Oregon,5189.289582,No,Extended,Bachelor,2/15/11,Employed,M,82166,Suburban,Single,134,9,43,3,1,Personal Auto,Personal L2,Offer4,Agent,643.2,SUV,Medsize,A
OT50011,California,2671.166649,No,Basic,Master,1/26/11,Medical Leave,F,23305,Rural,Married,68,25,26,0,1,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize,A
PI71828,Arizona,2395.968567,No,Basic,College,2/18/11,Employed,M,38460,Urban,Divorced,61,11,98,0,1,Personal Auto,Personal L3,Offer1,Branch,191.365686,Four-Door Car,Medsize,nan
LJ21457,California,2879.505701,No,Basic,College,1/28/11,Employed,M,42247,Suburban,Divorced,74,4,52,0,1,Personal Auto,Personal L3,Offer3,Web,355.2,Two-Door Car,Small,nan
VU72280,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3,0,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,Small,nan
CA70404,California,6104.849081,No,Extended,High School or Below,2/4/11,Employed,M,62455,Urban,Married,77,27,85,1,5,Personal Auto,Personal L2,Offer2,Branch,338.144854,Two-Door Car,Small,A
ET88948,California,5503.440723,No,Basic,Bachelor,2/8/11,Employed,F,76839,Suburban,Married,68,12,85,0,3,Personal Auto,Personal L2,Offer1,Call Center,326.4,Four-Door Car,Medsize,A
TZ11597,California,5755.539367,No,Basic,College,1/17/11,Employed,M,97607,Rural,Married,71,2,67,0,9,Personal Auto,Personal L3,Offer2,Branch,60.021023,Two-Door Car,Medsize,A
RR64429,California,6778.84457,No,Extended,High School or Below,2/25/11,Unemployed,M,0,Suburban,Single,96,2,84,0,9,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,nan
MD87746,Oregon,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize,A
MZ89625,California,9263.179837,No,Premium,Bachelor,1/2/11,Employed,F,23377,Suburban,Married,116,15,19,0,3,Personal Auto,Personal L3,Offer2,Web,556.8,Four-Door Car,Medsize,nan
ZT26848,California,8314.306568,No,Basic,High School or Below,1/19/11,Employed,M,40447,Urban,Married,105,1,79,0,6,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize,nan
UH32376,Nevada,4037.547258,No,Premium,Bachelor,1/2/11,Medical Leave,M,21586,Suburban,Married,106,6,5,0,1,Personal Auto,Personal L3,Offer1,Branch,1056.291709,Two-Door Car,Small,A
RX93631,Arizona,6438.97103,No,Extended,Bachelor,2/20/11,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.628547,Four-Door Car,Medsize,nan
CU19735,Arizona,8041.20055,No,Basic,High School or Below,2/24/11,Employed,M,44986,Suburban,Married,101,14,83,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,624.023564,SUV,Medsize,A
YH81239,California,6405.738932,No,Extended,High School or Below,1/13/11,Employed,M,48131,Suburban,Divorced,82,6,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize,A
PU34934,Arizona,10394.36269,No,Extended,College,1/23/11,Employed,F,22601,Suburban,Married,88,1,41,0,2,Personal Auto,Personal L3,Offer3,Branch,633.6,Four-Door Car,Medsize,A
RT63209,California,5994.255419,No,Basic,Master,2/11/11,Employed,F,74284,Urban,Married,74,27,5,0,3,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,Medsize,A
JW15301,Arizona,7787.431684,No,Basic,High School or Below,1/20/11,Medical Leave,M,24664,Suburban,Married,69,12,15,0,2,Corporate Auto,Corporate L3,Offer2,Agent,496.8,Four-Door Car,Medsize,nan
ZM42260,Arizona,8005.964669,No,Basic,College,2/20/11,Employed,M,63357,Suburban,Married,101,26,42,0,5,Personal Auto,Personal L2,Offer2,Agent,565.508572,SUV,Medsize,nan
QX54905,Nevada,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,Medsize,A
LA66902,Arizona,2458.562965,No,Basic,College,2/3/11,Unemployed,M,0,Suburban,Single,71,21,8,1,1,Personal Auto,Personal L2,Offer1,Agent,511.2,Two-Door Car,Medsize,A
QZ77637,Washington,11665.09779,No,Basic,College,2/6/11,Employed,F,84978,Rural,Married,72,12,51,1,2,Corporate Auto,Corporate L1,Offer1,Agent,166.77296,Four-Door Car,Large,nan
SV15363,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large,A
QU93024,California,29706.78459,No,Extended,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,128,15,37,0,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,,,nan
ED59130,,16705.10312,,Extended,Bachelor,1/19/11,Employed,M,74900,Suburban,Married,208,31,63,0,6,Personal Auto,Personal L1,Offer3,Call Center,998.4,Luxury SUV,Medsize,nan
UF44021,California,2108.493744,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,61,8,91,0,1,Personal Auto,Personal L2,Offer1,Agent,351.85681,Two-Door Car,Medsize,A
HR85493,California,6896.088021,No,Basic,College,1/10/11,Unemployed,M,0,Suburban,Single,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,A
UH22701,Oregon,9726.551005,No,Extended,Master,1/1/11,Employed,F,72236,Suburban,Married,80,2,29,0,2,Personal Auto,Personal L3,Offer2,Call Center,518.064733,Four-Door Car,Medsize,A
MD70013,Nevada,3878.770231,No,Extended,Bachelor,2/5/11,Employed,F,84981,Rural,Married,96,6,96,0,1,Personal Auto,Personal L3,Offer1,Agent,4.719043,Four-Door Car,Small,A
RE46032,Nevada,43290.49543,No,Extended,College,1/29/11,Medical Leave,M,23203,Suburban,Single,132,21,71,0,2,Personal Auto,Personal L3,Offer1,Agent,1158.79311,SUV,Medsize,A
IF32545,Nevada,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L3,Offer1,Agent,312,Four-Door Car,Small,nan
FL67726,Washington,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,A
RX31862,California,6176.700392,No,Extended,High School or Below,1/24/11,Employed,M,49529,Urban,Married,78,4,78,0,3,Personal Auto,Personal L2,Offer4,Agent,234.723464,Two-Door Car,Medsize,nan
JA24437,California,7555.828789,No,Premium,College,2/25/11,Unemployed,M,0,Suburban,Single,114,19,50,0,3,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize,A
BS87947,California,3350.687339,No,Extended,Bachelor,1/7/11,Employed,F,94395,Suburban,Married,83,,1,,1,Personal Auto,Personal L1,Offer2,Web,582.690575,Four-Door Car,Medsize,nan
DO80363,Arizona,3923.265453,No,Premium,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,108,2,38,0,1,Personal Auto,Personal L2,Offer3,Branch,912.581597,Four-Door Car,Small,A
LJ79533,Nevada,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,Small,A
BM21532,,6832.111972,,Extended,Bachelor,1/26/11,Unemployed,F,0,Suburban,Married,93,7,90,1,5,Personal Auto,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small,A
PY80449,Arizona,5170.976384,No,Extended,High School or Below,1/29/11,Employed,M,53603,Suburban,Married,132,30,1,1,1,Personal Auto,Personal L3,Offer1,Branch,697.272246,Sports Car,Medsize,nan
AF47139,Oregon,8406.385414,No,Basic,College,2/3/11,Employed,F,42540,Rural,Married,70,,52,,2,Personal Auto,Personal L1,Offer1,Agent,43.548973,Four-Door Car,Medsize,A
US82470,Arizona,13094.2046,No,Basic,Bachelor,1/19/11,Employed,M,37541,Rural,Married,109,10,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,96.212835,SUV,Large,A
YW95322,California,3508.905811,No,Extended,Bachelor,1/23/11,Employed,M,23629,Suburban,Married,88,15,81,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,,,nan
BZ71120,Oregon,8456.455313,No,Basic,College,1/17/11,Employed,F,89918,Urban,Married,105,15,72,0,9,Personal Auto,Personal L2,Offer1,Branch,367.230882,SUV,Medsize,A
KL83882,Nevada,6639.328932,No,Extended,Bachelor,2/15/11,Employed,F,72661,Suburban,Married,83,17,21,1,4,Personal Auto,Personal L3,Offer1,Branch,398.4,Four-Door Car,Small,nan
UV44069,Oregon,2514.428561,No,Basic,High School or Below,1/10/11,Medical Leave,F,23504,Suburban,Single,69,19,56,0,1,Corporate Auto,Corporate L2,Offer1,Agent,374.399828,Two-Door Car,Small,nan
